label,sentence
1,Bill recited his lines poorly.
1,The mouse jumped out of the cheese box.
1,No one's mother had baked anything.
0,Who did you wonder if came?
1,For Maurice to quarrel with Joel frightened Maggie.
1,I put a book on it.
1,You married no one.
1,Mary wonders whether Bill will come.
0,"Which problem the sooner you solve, will the more easily you satisfy the folks up at corporate headquarters?"
0,On whom does Dana believe Chris knows Sandy trusts?
1,How fond of Esther is Agamemnon?
0,He's the happiest that we ever talked to the boy who had seen him.
1,I ate a mango and Gillian did too.
0,The sing loved peanut butter cookies.
0,John carried to the door.
0,How hard to read the book it was!
1,Tamara poured water over the flowers.
1,The therapist's analysis of Lucy
1,You have not enough money.
1,Nora brought the book to Pamela.
1,"The money which I will make a proposal for us to squander amounts to $400,000."
1,We asked him not to try to call us again.
1,They praised the volunteers for their dedication.
1,It would be possible for the president not to approve the bill.
1,Fred tore the curtain in roiling it up.
1,The election results surprised everybody.
1,For Anna to tickle him drives Frank crazy.
0,Who did Herb believe the claim that cheated?
1,John tapped the bottle of some water.
1,Aliza wriggled her tooth loose.
1,This is the sort of problem which the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.
1,I took a snooze.
1,Paula spanked the naughty child with her right hand.
0,She tried to do go.
0,There danced three men at the palace.
1,Over the fort there fluttered a large flag.
1,His girlfriend bought this computer.
0,Aunt Mary made the boys all a good mother.
1,A hundred men lifted the table together.
1,The ball rolled.
1,"To finish it on time made quite a statement, didn't it?"
0,She has enough a problem as it is.
1,John promised us to be gentle.
1,Dust fell on the bed.
1,Janet broke the vase.
1,She may have and should have thawed the roast.
1,Martha slowly descended the stairs.
1,They gave the reports which he had brought with him to me.
1,Have you brought anything to share with the group?
1,The eggs and the cream mixed.
1,The kids in our class have arrived safely.
1,Her mother wants Mary to be such an eminent woman that everyone will respect her.
1,The big boy was kissed by the drooling dog.
1,Could we make some French fries?
1,Is there anything I can do for you?
1,Amanda carried the package.
1,Bill rolled out of the room.
1,Pigs love truffles.
1,I said that Mary signed my yearbook.
0,Wear it like that is what you do.
1,Two students speak each language.
1,That kind of behavior annoys me.
1,I'm sure he speaks to me!
0,"This is the problem that you'll beat the competition more easily, the sooner you solve."
1,Has Bill eaten his tuna?
1,I have eaten the beef waffles.
0,Make yourself comfortable and I got sick.
0,We love their.
1,Mary knows that John was elected.
0,"No student, and he wears socks, is a swinger."
0,"The more John eats, the tighter keep your mouth shut about it."
0,The book sent to Peter.
1,The student enjoyed his English syntax class last semester.
1,Mary ran.
1,"It's fine that he paid and apologized, but I don't really care about his gratitude, or the money, or anything."
1,The people in whose house we stayed left.
1,"The sooner you solve this problem, the more easily you'll satisfy the folks up at corporate headquarters."
0,Not more reliable a man could be found.
1,Don't you even touch that!
1,We took the car to the town
1,This parcel is very heavy.
1,Julie and Fraser ate those delicious pies in Julie's back garden.
1,Dorothy needs her skills.
1,They are intense.
0,I didn't eat the ice cream and any cake.
1,The off center spinning flywheel shook itself loose.
1,The convict escaped from the police.
1,Anson is incredibly difficult to please.
1,She may have thawed the roast and should have thawed the roast.
0,The teacher who that the principal would fire was expected by the reporters is a crusty old jerk.
0,I handed.
1,Julie felt a twinge in her arm
1,John had an error in the proof he presented.
0,One of the story has appeared in your newspaper.
1,the branch dropped its apple free.
0,The person who in came at that moment was Aunt Norris.
1,These plants may grow as much as 6 feet high.
1,No one wanted any cake.
1,I want him to eat asparagus.
1,I love ice milk tea but you hate ice milk tea.
1,Margaret cut Bill on the arm.
0,Sam gave the ball off the shelf.
0,John saw anything.
1,Bill followed the road into the forest.
1,This oven bakes potatoes well.
0,"She made light, not too surprisingly, of the difficulties we might have at the border."
1,They put the book in the box.
1,"He'll no can do it, can he?"
1,The bed which Tom slept on was hard.
0,Susan gave the ball all the way to Bill.
0,Mary has more than just Bill and Pete friends.
1,John seems to be likely to win.
1,"I'll talk to John on Friday about the report that the shooting of the prisoners shocked me, and to his wife on Saturday."
0,What the stone did to the wall was hit it.
1,Is John clever?
0,I've seen as much of a coward as Frank.
1,Mary taught John linguistics.
1,Won't John go to school?
1,"It is important to be more careful, the more you eat."
1,Have you always hated peanut butter?
1,"Tom ordered bacon, and Dick ordered lettuce, and I think that Harry ordered tomatoes."
1,No one knows how to tell from a good beer to a bad one.
1,The driver of the car thinks that Mary should leave Dallas for Boise tomorrow.
1,I gave her so much.
1,Frank Churchill is crossing the street.
1,I broke the twig and the branch apart.
1,So intelligent a dog did you buy that everyone gasped.
1,She did away with her father.
1,Ayala went to the ball and chatted to Jonathan Stubbs.
1,The publisher sent a review copy of the book to her.
0,John talked to any woman.
1,Heather cabled Sara.
1,"This boy must not go to school, and his father must not go to school either."
1,John told the rumor to his friend.
1,The very young child walked from school to the store.
1,Martha carved beautiful toys out of this wood.
1,He's a reliable enough man.
1,"If Emma had left Hartfield, Mr Woodhouse would have been unhappy."
1,I compared Ginger to Fred
1,The hotel where Gloria stays is being remodelled.
1,John studied hard to pass the exam.
0,They expected us to do leave him.
1,Anne played the tune on the piano.
0,You can depend on that he will be on time.
1,Henry cleared the table of dishes.
0,The senators be certain that the president is telling a lie.
1,Mickey looked the reference up.
1,"When Mary listens to the Grateful Dead, she gets depressed."
0,Chris said that himself was sad.
0,She slept the picture of Bill.
0,Mary has more than Bill has friends enemies.
1,Henri wants the book which is on the top shelf.
1,Being lovely to look at has its advantages.
0,We kicked us
1,"Raffi has made pasta, and David has too."
1,I believe that the sun was out.
1,She waltzed across the floor.
0,The cake was have eaten.
1,The love of my life and father of my children would never do such a thing.
0,Your books were gone most thoroughly over.
1,He turned off the light.
1,Selina touched the horse's back.
0,Sam stood near yesterday every one of the women we'd been discussing.
1,The piano kicked a student.
0,The room contains little armchair.
1,I ate what John ate.
0,He's a too reliable man.
0,Jake sent the box towards Carson.
0,Mary really appreciates and constantly praises himself and Bill knows it.
1,Where did you send the package?
1,Sue knows the answer.
0,This hammer won't break.
1,Who do you think that Mary said that John likes?
1,Eleanor and Marianne travelled from Shropshire.
0,How brave they must believe the claim that you are!
1,Clyde got a passionate love letter from Stacy.
1,They pushed through the crowd.
0,Rusty talked about himself only after Mary did talk about himself.
1,Everyone had been worrying himself stiff.
1,Calvin will strike himself and Otto will too.
1,Benjamin gave the cloak 0 and sent the book to Lee
0,Nathan showed to Benjamin it.
1,There's everything Mary had asked for in this store.
1,The men would not have been all working.
0,I have some papers to grade these exams and.
1,Carol carved the tree's branch.
1,I would hate for John to win.
0,Mary wonders for Bill to come.
1,It is likely that Jean left.
0,I lifted him up the books.
1,Julie maintained her own ideas over the course of the argument.
1,Jessica sprayed paint on the wall.
1,Jasmine pushed the door open.
1,Abernathy admitted that the poison pen letter had been written by my sister and himself.
1,He is reputed to be a good scholar.
1,I wonder what John kissed.
1,This metal hammers flat easily.
0,There is any book by Chomsky in this library.
1,Jennifer shook her finger at the naughty child.
1,The mouse nibbled the cheese.
0,He does have been eating.
1,He was talkative and a bully.
0,Tony bent Mary in the arm.
0,Bartlett and danced Toni.
1,You is the only person that I can rely on.
1,"I said that my father, he was tight as an owl."
0,Carmen bought a dress to Mary.
1,Brenda haggled with Molly.
1,Sandy sang a song to me.
0,Those new bricks constructed a house.
1,This bed was slept in by George Washington.
1,We told Tom that he should consult an accountant.
1,To which city and to which conference did Bill go?
1,The belief that syntactic theory reveals the inner structure of sentences emboldened the already much too cocky professor.
1,"Kim went to the store, and then Lou."
1,It's to Mary that Joe said Holly can talk.
1,They tried to all like John.
1,all the students left.
0,John didn't see Mary and Bill Sue.
1,"Yesterday, the child really kicked a monkey in the street."
1,Jim was happily chopping logs.
1,"The more articles he reads, the fewer people he thinks that under the current circumstances will go into linguistics."
1,Few doctors approve of our remedy.
0,"It is important for the more you eat, the more careful you to be."
1,Mary believed him to have loved her.
1,Erika made her mother an omelet and the kitchen a mess.
1,Fiona hoped to meet the Prime Minister.
1,John tapped some wine from a barrel.
1,The students all worked that summer.
1,The door hinges squeaked.
1,Mary swam as many more laps than Joan as Linda.
1,The man went to the store.
1,Mark's single mindedness terrified me.
1,The crown sparkled with jewels.
1,It was not until I was perhaps twenty-five or thirty that I read them and enjoyed them.
1,Gilgamesh can seek Ishtar
0,The song sang.
0,She held at the rail.
1,Who did Mary see walking toward the railroad station?
0,David constructed the bricks into a house.
0,What I know the boy who was wearing is this hat.
1,Benjamin gave Lee the cloak.
0,I visited every town in every country I had to.
1,John coughed himself awake on the bank of the lake where he and Bill had their play.
0,John offers few advice.
0,The only girl who it bothers me to wear that old fedora is Annabelle.
1,I gave Mary a book.
1,We have many graduate students but this year the graduate director met with every student in the graduate program individually to discuss their progress.
1,They prefer for Mary to leave.
1,Alison poked the cloth.
1,That I believed that the sun was out is obvious.
1,His hen loves Anson.
0,"The more everyone eat, the more John keeps his big mouth shut about it, OK?"
0,"Fluffy is sick, as surprises me."
0,Linda winked her nose.
1,What she did was e-mail all her friends.
1,The children like to berry in the summer.
1,"A lot of this material can be presented in a fairly informal and accessible fashion, and often I do."
1,Several people seem sick.
1,Marry Mr Martin was what Harriet did.
1,Which pictures of him did Earl see?
1,The window broke.
1,Ellen talked.
0,"Any student, who wears socks, is a swinger."
1,"Pat wanted to try to go to Berne, and Chris to go to Rome. to Rome."
1,John seems to be honest.
1,Frances hid the presents from Sally.
0,He seems enough intelligent for you.
1,Sarah sang the anthem.
0,Book is available in most countries.
0,"He gets angry, the longer John has to wait."
1,I haven't met many linguistics students.
0,Medea exclaimed if the potion was ready
0,"We elected my father, who had just turned 60, president."
0,Bill reading Shakespeare and Maureen singing Schubert satisfy me
1,"José ate cabbage, and Holly has too."
0,The authorities blamed Greenpeace with the bombing.
1,The men mined the gold.
0,How much money Gordon spent is true.
1,Flora cooks gourmet meals.
1,Marian wonders if the package from Boston will ever arrive.
1,The Dodgers beat the Red Sox and the Giants beat the Dodgers.
0,John studied carefully Russian.
1,"Mary won't have been eating cake, but John will have been."
1,That chisel carved the statue.
1,The teacher meant well.
1,This knife cut the bread.
1,Paying taxes can't be avoided.
1,The shooting of the hunters was very loud.
1,He will can do it
1,The fence straddles the sidewalk.
1,"This polish cleans, protects, and shines."
0,"It isn't because Sue said anything bad about me that I'm angry, although she did say some bad things about me."
1,Mary doesn't have as many too many too many as Jane.
1,The squirrel ran right up the tree.
1,"The handsome, tall man kicked the ball."
1,Is there someone who can pledge $1000?
1,"Mary sang a song, but Lee never did."
1,Medea tried to poison her children.
0,placed the flute on the table.
1,Sarah sang a song.
1,I prefer for the girl to put a picture there.
1,That the police would arrest several rioters was a certainty.
0,Bill reading of Shakespeare satisfied me
1,It is easy to please Kim.
0,It said that Kim was happy.
1,Mary looked at the sky.
1,Martha carved a toy out of the piece of wood.
1,John told us that we should review the book.
1,The yolk separated from the white.
1,She was always clad in black.
1,Perseus saw the Gorgon in his shield.
0,He looked up it
1,Kim alienates cats and beat his dog.
0,John can go to the market to India.
1,Nixon's behavior gave an idea for a book to every journalist living in New York City in the 1970s.
1,Daniel received a scolding from Hanna.
1,There are many fish in the sea.
1,This needs mending.
1,Whether Agamemnon had triumphed was unknown.
1,The ship was sunk to collect the insurance.
1,. I figured it out that she was lying.
1,Is the boy who holding the plate can see the girl?
1,Spray the whole wall with the paint.
1,Jason persuaded Medea to try to run away.
1,"Hate those who criticize Carter though he may, it doesn't matter."
1,"If students study hard, teachers will be happy."
1,They intensified.
0,Anson left before Jenny saw himself.
0,Fruit hit the roof against the ground.
1,I met the lady from France who grows peaches.
1,I sent the package to the Antarctic.
0,I lent Tony the book most of the way.
1,Bill offered Mary everything he had cooked for dinner.
1,John is leaving but Mary's not.
1,John hasn't been singing a song.
1,I saw the brilliant student.
1,For John to tell Bill such a lie and Bill to believe it is outrageous.
1,John liked anything that was placed before him.
0,We proclaimed to the public John to be a hero.
1,That he ever went there alone is odd.
1,I prefer for Mary to run.
1,We just finished the final exam the result of which we can find out next week.
1,A is similar to B.
0,Louis begged Kate to shave himself.
1,Sally eats caviar too much for her own good.
1,The public never had faith in his ability to handle the job.
1,John wants to win.
0,Felicia shipped the box off the shelf.
0,Which books did Robin talk to Chris and read?
0,The equipment we bought last year was more expensive than the one we bought this year.
1,It was Tom who spilled beer on this couch.
0,Bill didn't confirm that Roger had eaten anything.
1,I was eating not a peach but an apple
0,He liked Anson.
1,A woman hit a pregnant girl.
1,Heidi thinks that she has won.
1,The rabbit vanished into thin air.
1,Do some of your relatives live nearby?
1,It is easy to please John.
1,There's anything Mary could desire in this store.
1,A student must work hard.
0,John perfectly shot the ball.
1,The effectiveness of teaching and learning depend on several factors.
1,Penny rowed across the lake.
1,There were twenty students at the lecture and every student who was there said it was inspiring.
1,That he won the race could surprise them.
0,I expect more than to double my profits.
0,We ate enough a pudding to satisfy us.
0,The Greeks arrived all.
1,John mentioned to me that the question is an issue.
1,The stone knocked the cup apart.
0,The best writer was considered Andrew.
1,The man who ordered a hot dog got one.
0,They want to wrote to her.
0,Ann may spending her vacation in Italy.
0,The toast buttered with unsalted butter.
0,Which packages didn't Sam pick up which are to be mailed tomorrow until it had stopped raining?
1,Jill embraced Sarah.
0,I introduced her to he.
1,Some sentences can go on and on.
1,Joe hoped to find a solution.
1,John took Bill to be a fool.
1,Was I that stupid?
1,It was Anne Elliott who loved Captain Wentworth but who rejected his first proposal.
0,John stayed him busy.
1,John became a success.
1,She spruced herself up before the job interview.
1,Nora pushed on the chair.
1,Pat is likely to be examined by the dentist.
1,How quickly did you eat the cake?
0,"That dog is so ferocious, it even tried to bite himself."
0,Henri told Sue in the drawer that Bill put socks.
1,"John left his office at 11 and at 12, the library."
0,"Every student, who attended the party, had a good time."
1,How carefully have you considered your future career?
1,John is refused.
0,It proves that John is the murderer that he has blood on his hands.
1,Richard is going to chop some wood.
1,What did you put in your box?
1,Any owl hunts mice.
1,Mr Knightley despaired.
1,Cynthia nibbled .
1,Carrie touched him on the shoulder.
0,it convinced Bill that Mary should sleep.
0,"The more he reads, the more people I wonder what he will give to."
0,The writers so believed the boy.
1,The box completely contains the ball.
1,The jeweller printed the name on the ring.
1,There are arriving three men at that station.
0,She tried to may leave
0,The dragons were slain all.
1,"Whenever Bill smokes, Susan hates him far more."
1,Every picture of itself arrived.
1,"I did, as Bill had thought, go to the store."
1,Tess knocked at the door.
1,"Every senator seems to become more corrupt, if he talks to more lobbyists."
1,"Although no one else believes it, Harry believes that Sally is innocent."
1,"Mary's happy about her work, and John is about his children."
1,The reporters expected that the principal would fire some teacher.
1,Maxwell isn't half the doctor that feared Marge would realize Tom had confessed that he knew Bill expected him to be.
1,Molly gave Calvin a kiss.
1,I never have a pen when I need it.
1,"Poseidon had run away, because the executioner murdered Hera."
1,What I arranged was for Jenny to be present.
1,The tuna will have been being eaten.
1,"This $500 bribe will cost the government $500,000 to prove that Senator Jones accepted."
1,Sheila married that tall a man.
1,I thought she was pregnant
1,John talked to Bill about the exam.
1,Who's there?
1,Lydia eloped with Wickham yesterday.
1,Which goddess did help us?
1,"Mary's happy about her work, and John's happy about his children."
0,Whom left Bill.
0,Mary got heard to insult her parents.
1,Bill wriggled himself loose.
1,In the woods lives an old woman.
0,I think Anita may have poisoned the meatballs which Sasha is gobbling down dumplings faster than I can reheat.
0,Which rebel leader did you hear Cheney's rumor that the CIA assassinated?
1,Brenda and Molly met.
1,This girl in the red coat will put a picture of Bill on your desk after the dinner.
1,The very old and extremely wise owl.
1,Gilgamesh did not fly the dragon.
1,I think that the trolls will take the shepherd tomorrow.
1,"No writer, nor any playwright, speaks clearly."
1,The knife cut the bread.
0,He hit the ball.
1,John didn't see anything.
1,Mary noticed John's excessive appreciation of himself.
1,Donna fixed me a sandwich.
0,Medea wondered if that the potion was ready
0,Paula hit the sticks.
0,That's a kindest answer that I ever heard.
0,One people was dying of thirst.
1,Mary or Sue could tell you that.
1,We called the senators who met Fred.
1,John wants to come up with a solution as good as Christine.
1,"Rodney was eating some squid, wasn't he?"
0,"The louder who talks, the angrier you get?"
0,I insist on seeing through all the students who had started out the term in my class.
1,The torpedo sank the boat.
1,I saw this film several times last year during the summer.
1,"If one were to steal talismans from witches, then that would be dangerous."
1,Sylvia jumped the horse over the fence.
1,This problem's analysis is made a lot easier when you understand differential equations.
1,You may pick absolutely any flower.
0,"Any student, and he wears socks, is a swinger."
0,The squirrel ran right quickly.
1,The old and new carts banged together.
0,The hat which I believed the claim that Otto was wearing is red.
1,I've never seen him eat asparagus.
0,The person who ate too much rich food didn't he was Dr.
1,Bill's reading Shakespeare and Maureen's singing Schubert satisfy me
0,The boy's we elected guardian's employer president.
1,I put the books on the table.
0,The coat which a girl came in who had worn was torn.
0,Home was gone by John.
1,Every man who saw the fly in the food didn't eat dinner.
1,John met Mary in Vienna.
1,The thief smashed the window with a hammer.
1,At most three teachers assigned homework.
1,I've never seen a taller man than my mother.
1,The person with whom he felt most comfortable left.
1,I won't reveal the place.
1,I saw John with a telescope.
0,I was happier there than I'm here.
0,Ron asked that the potion was ready
1,Daniel became a blond.
1,"If he has to wait, John gets angry."
0,"When Dr Jones died of apoplexy didn't he, Mary Crawford went to live with his wife."
1,That he is coming is clear.
1,Linda winked at the audience.
0,How difficult to study for the exam was it?
0,The student met John came.
1,Alison pierced the cloth with a needle.
0,Carmen obtained Diana of a spare part.
1,My brother is an Einstein at maths.
1,Sarah sang a ballad.
1,"On weekdays, Terry eats meat and vegetables, but on weekends, only vegetables."
1,He has not eaten yet today.
1,The knowledge of the problem is quite thorough.
1,John wrote books.
1,Never will I do syntax again.
1,A ball kicked the man.
0,Sam may have been being interrogating by the FBI.
1,"I don't think Fred will, either."
1,I ate sugar.
0,The monkeys kept forgot their lines.
0,There seem three men to be in the garden.
1,I wonder if you'd be kind enough to give us information.
1,I incorporated the new results into the paper.
1,Susan whispered for me to come.
1,There ran through the valley a rushing stream.
1,There arrived a new actor.
1,Willy is taller than Bill by as much as it is believed that Joe is taller than Dan.
1,This knife doesn't cut.
0,Lilly recounted a story to be remembered because Holly had recounted a story to be.
1,Bill gave me $40.
1,Michael accidentally broke the glass.
1,The boys and the girls seem happy.
0,Which did you buy the table supported the book?
1,much evidence is needed.
0,Sally believes that herself is brilliant.
1,Water filled the cup.
1,Medea wondered if the potion was ready
1,Barbara handed the intriguing results of the latest examination to Alan on Tuesday.
1,We elected president the boy's guardian's employer.
1,The socks are ready for you to announce that you will put them on.
0,Tony has a Fiat to yearn for a tall nurse.
1,I twirled the dough into a pretzel.
1,Juliet says that Romeo lies to his parents a lot.
1,These points I'm going to ask Bill to make the old geezer take up later.
1,They ignored the suggestion that Lee lied.
0,Karen asked where for him to put the chairs.
0,Was been hit by Bill by the baseball.
1,Bill floated into the cave.
0,"I can well imagine the more him eating, the fatter him getting."
1,Is it possible for everyone to to pledge $1000?
1,We know the defendants seem eager to testify against the criminal.
1,I heard John's criticism of himself.
1,Who do you believe that Sara invited?
0,"Harry thinks so, although no one else thinks Sally is innocent."
1,Rub the baby with the cloth torn.
1,Can I keep the screwdriver just like a carpenter keep the screwdriver?
1,The dentist was persuaded to examine Pat.
0,"It is important the more you eat, the more careful for you to be."
1,The snake saw into the nest.
0,Tabs try to be kept on Bob by the FBI.
0,Who do you think that has given the tickets to Bill?
0,Himself likes John.
0,few information was provided.
1,The old pigs love truffles
1,There is likely to be a letter in the mailbox.
0,The therapist's analysis of Lucy's
1,Susan wanted Jane to study German.
1,"If we invite some philosopher, Max will be offended."
0,I found myself doing need sleep.
1,I was not reading a book when you came in.
1,"You can do it, but you better not."
0,Fanny stopped talking when in came Aunt Norris.
0,"Because she's so pleasant, Mary I really like her."
1,The man whose car I hit last week sued me.
1,The horse jumped over the stream.
1,Tom was not more reliable than a grasshopper.
1,He's fool enough to try it.
0,The sun bloomed the roses.
1,The critics laughed the play off the stage.
1,The child was never crazy.
1,John talked to everybody who came up to him at the party.
1,"I'm not shocked by the idea that the more you eat, the less you want."
1,"Tonight, what Bob cooked yesterday still tastes good, so tonight it will be eaten up."
0,"His expectations lower, the higher the stakes."
0,Who seemed had poisoned Jason?
0,"Often, any lion is majestic."
1,"The more I talk to Joe, the less about linguistics I am inclined to think Sally has taught him to appreciate."
0,That she loved him and it was painfully evident that he loved another.
1,Bill floated down the river for hours.
1,I have never put the book.
0,That Jason had arrived was obvious infuriated Medea.
1,Someone stole my car.
0,Who do you regret saw you?
1,"At Trade, Anson danced extremely frantically"
1,Jane played the piano.
1,Who is Kim eager to recommend?
0,Brian wiped the counter of fingerprints.
0,I'm hungry and did you play chess?
1,Jean never reads this newspaper.
0,Who did that Plato loved seem to be known by everyone.
0,I washed yourself.
0,The child wail
0,I sent to you it.
1,I mixed the soap and the water.
1,I've got to try and I've got to find that screw.
1,The boy whose guardian's employee we elected president betrayed us.
1,Cora coiled the rope around the post.
1,Tabs are likely to be kept on participants.
0,Lora buttered at the toast with unsalted butter.
1,"We didn't keep a list of the names, but the President thanked every soldier who had fought in the Gulf War."
1,She thought it was likely that everyone might fit into the car.
1,Who do you think it is that Mary met?
1,She will put a picture of Bill on your desk before tomorrow.
0,The elevator rumbled itself to the ground.
1,Tom was no more reliable than a grasshopper.
1,The outcome depends on how many candidates participate in the election.
0,Agamemnon seemed that left.
1,The video which you recommended was really terrific.
1,"Although he loves marshmallows, John is not a big fan of chocolate."
1,That picture of Jenny in a rubber dress doesn't flatter her.
1,Carla slid those books across the table.
0,Lora buttered unsalted butter on the toast.
1,Grandma is coming to Mr Chalky's school tomorrow.
1,The puppy was kissed.
0,Mary reported he to have loved her.
1,It was the director that she said she wants to meet.
1,I believed that Otto was wearing this hat.
1,"When John eats more, keep your mouth shut tighter, OK?"
1,John came in.
0,"The more time that every senator spends with lobbyists, the more likely he succumbs to corruption."
1,Any doctor will tell you that.
1,In the hallway there ticked a grandfather clock.
0,Bill floated into the cave for hours.
0,The cook boned the fish of bones.
1,This girl in the red dress must put a picture of Bill on your desk.
0,"The more articles he reads, the fewer people he thinks that will go into linguistics."
1,"You may pick any flower, but leave a few for Mary."
1,Carmen bought a dress.
1,"His expectations are lower, the higher the stakes are."
0,That Jack ever slept is possible.
1,I noticed him kissing Mary.
0,Aphrodite stinks to be omnipotent.
1,I am being whipped
1,It annoys people that dogs bark.
1,Use was made of Gauss's polynomial lemma.
0,She always clad in black.
1,"Mary won't have been eating cake, but John will."
0,Rich we have impeccable taste.
1,Kim jogs over the hill.
0,Our team played all well.
1,Amanda drove the package from Boston to New York.
1,I think she is pregnant
1,I dried the clothes in the sun.
1,To protect him is not an easy task.
1,Mr Bingley became tired of Jane or Mr D'Arcy persuaded Mr.
0,John died to heart disease.
1,Which Greek authors does he have books by?
1,A plan to negotiate an honorable end to the war in Vietnam was gotten wind of.
1,"Broadly speaking, the project was successful."
1,"Because the bus drivers were on strike, the commuters travelled by army lorry."
0,Mary is more than five feet short.
0,The bear sniff
0,the girls likes herself.
1,I put the milk in the fridge.
1,Some branches broke off of the tree.
1,"The more pictures of him appear in the news, the more likely John is to get arrested."
1,That whole wheat flour bakes wonderful bread.
0,Groceries are bulging in the bag.
1,The stone smashed the cup apart.
1,"I spoke to him about the war yesterday, that guy who's always following us."
0,A book was handed.
1,The sheep cries
1,John carefully studies Russian.
1,It is not certain that you'll marry any student.
1,Jean is reluctant to leave.
1,You can depend on my assistant and that he will be on time.
1,"Two ships appeared, arrived, remained, emerged."
1,"Mary will believe Susan, and you will Bob."
0,Julie maintained her own questions over the course of the argument.
1,My mother baked me a birthday cake.
1,"The tall, handsome man kicked the ball."
0,We love they.
1,I broke the twig off the branch.
1,A lot of snow melted on the streets of Chicago.
1,With what did the baby eat the food?
1,I made the settlement of the matter my objective.
0,I know a man who John is taller than is.
1,What did he get the impression that the problem really was?
1,"The Ferrari which Pietro, who Sofia adores, bought from me cost him a bundle."
1,You've said enough to convince me.
0,"I demand that the more John eat, the more he pay."
1,Sue was given the book by Bill.
1,They believe that Charles Darwin's theory of evolution is just a scientific theory.
0,Is putting the book in the box.
0,I don't know that to agree with him or not.
1,The eggs mixed with the cream.
1,What John told us is that he wants to quit school.
0,I liked.
0,Larry all hunted the foxes.
1,It is rumored that he is on his way out.
1,"If Mary listens to the Grateful Dead, she gets depressed."
1,This theorem will take only five minutes to prove.
1,"When it rains harder, how much faster a flow appears in the river?"
1,I broke twigs off those branches.
1,Ronald scoffs at the belief that he would run if nominated.
1,I began the meeting at 4 P.M.
1,John is easy to please.
1,Anson became the Mayor
0,Innocent victims murder easily.
0,On the line are drying a lot of clothes.
1,Mary considered him to have loved her.
1,The computer will calculate the value of the variable.
1,Mary is fond of him.
1,"Sally might be pregnant, and I know a girl who definitely is pregnant."
1,Leah likes cookies.
1,Stephen seems to be irritating.
1,Roses are certain to be planted in the garden by the gardener.
1,"Harry thinks that Sally is innocent, although no one else thinks so."
0,Flies swat easily.
1,Bob does not think that there is anyone from Greece in his basement.
0,John believed Kim to do not leave here.
1,She hit herself with a hammer.
1,John is taller than Pete is.
1,"To find a new mate, go to a dating service."
1,I am more angry today than I was yesterday.
1,It was to the student that the teacher gave the best advice.
1,I wonder who Jim kissed.
0,You must pick any of the flowers.
1,We went through the woods and over the bridge.
1,The flag waved.
1,I stalked game in the woods.
1,Each of these stones has to be cut and polished.
1,He bought these flowers for Aaron.
0,Where did you give the ball?
0,We voted for me.
1,Which ode did which poet write?
1,The terrier savaged the burglar's ankles.
0,little clue could be found.
1,John heard Mary describe herself.
1,Didn't that guy who the Game Warden and him had seen a flying saucer crack up?
0,"While Holly didn't discuss a report about every boy, she did every girl."
0,Who did that Plato loved prove to be his undoing.
1,The child broke the teapot by accident.
1,Four pounds was quite a bit of money in 1950 and it was not easy to come by.
1,Who did the wealthy young man buy that piano for?
1,He is that kind of actor
1,"Edward's help, you can rely on."
1,The tigers hunt prey at night.
0,Bill understands himself and Mary.
0,We spotted that they were running.
1,"Raffi makes pesto pasta, and David does too"
1,Frank bought the piano for Jane.
0,The boys were made a good mother by Aunt Mary.
0,Collapsed Harry.
1,Lorenzo saw the eclipse.
0,The magician echoed the music.
1,Which pictures of himself did Chris like?
1,I ran an old man down.
0,Chairman was elected Graham.
1,When did he say that he was fired?
1,Ellen warned Helen about the traffic jam.
1,It's high time Fiona got a job.
1,Sasha lingered in the museum.
0,Packages drive easily.
0,The heavy meal dozed Gloria.
1,I know a man who saw Bill and liked Mary.
1,John considers him a nice guy.
0,Toothbrush the is blue.
0,The writer is that gets you so involved.
1,The vase was smashed deliberately.
1,People from Tucson think very highly of themselves.
0,The kennel in which Mary made and Fido sleeps has been stolen.
1,Sarah sang a hymn.
1,Aphrodite may quickly free the animals.
1,Mary likes herself.
1,She swatted him.
0,John criticized.
1,Susan forgave Louis.
0,What table will he put the chair between and some sofa.
1,"The table is long, and the door's wide."
0,We were glad what to do.
1,The tree lost some branches.
1,John convinced Bill to visit Mary.
0,The fear shivered Sharon.
0,Max failed the kids all as a father.
0,John did not may leave.
1,Maxwell isn't the doctor that his father was.
1,The audience laughed.
1,Jack eats caviar more than he eats mush.
1,Terry touched Bill's shoulder.
1,Did you notice which difficulties she made.
1,There darted into the room a little boy.
1,Benjamin gave Lee the cloak and Nathan the chalice.
0,The professor talked us.
0,Linda winked his eye.
1,"The more obnoxious Fred is, the less attention you should pay to him."
1,We consider the men all fools.
1,"After the dinner, we threw away any leftovers."
1,The wall is being touched by John.
0,"Handsome though that Dick will be is likely, I'm still going to marry Herman."
0,The gold mined.
1,John was wondering whether to leave.
1,Jenny swallowed the fly
1,Every girl who saw anything was happy.
0,John gave Bill of the book.
0,"When I am awake at that time and Susan is asleep, Bill will leave."
1,The Canadian government uses a parliamentary system of democracy.
0,Mary tried John to go abroad.
1,I saw the student of physics.
0,Chris said that himself was angry.
1,John believes it to be raining.
0,The socks are ready for you to try and the shoes on.
1,John seems to like pictures of himself.
1,That Patrick left is likely.
0,It tried to be intelligent.
0,Seems John to fix the computer.
